X,Y,Index_,event_unique_id,Division,occurrencedate,reporteddate,location,primary_type,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,year,month,time,occurrencedayofyear,dayofweek,occurrencehour,MCI,Hood_ID,Neighbourhood,Long,Lat,ObjectId,Zone,Season,Arrest
-8859560.281,5417277.886,10703,GO-20142144753,D23,2014/05/24 04:00:00+00,2014/05/24 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2014,May,24,144,Saturday  ,19,2014,May,24,144,Saturday  ,18,Assault,1,West Humber-Clairville,-79.58678411,43.68794902,420,South,Spring,0
-8858474.176,5417626.417,10711,GO-20142146155,D23,2014/05/24 04:00:00+00,2014/05/24 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2014,May,24,144,Saturday  ,23,2014,May,24,144,Saturday  ,20,Assault,1,West Humber-Clairville,-79.57702746,43.69021298,421,South,Spring,0
-8863247.232,5422776.42,10724,GO-20142146362,D23,2014/05/24 04:00:00+00,2014/05/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2014,May,25,145,Sunday    ,0,2014,May,24,144,Saturday  ,23,Robbery,1,West Humber-Clairville,-79.61990455,43.72365593,422,South,Spring,1
-8859129.436,5423147.485,10737,GO-20142147086,D23,2014/05/24 04:00:00+00,2014/05/25 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,May,25,145,Sunday    ,2,2014,May,24,144,Saturday  ,19,Assault,1,West Humber-Clairville,-79.58291376,43.72606482,423,South,Spring,1
-8860205.027,5421679.241,10755,GO-20142147779,D23,2014/05/25 04:00:00+00,2014/05/25 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2014,May,25,145,Sunday    ,6,2014,May,25,145,Sunday    ,6,Assault,1,West Humber-Clairville,-79.59257596,43.71653266,424,South,Spring,0
-8861462.901,5425855.512,10772,GO-20142149466,D23,2014/05/25 04:00:00+00,2014/05/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,2014,May,25,145,Sunday    ,14,2014,May,25,145,Sunday    ,13,Assault,1,West Humber-Clairville,-79.60387564,43.74364194,425,South,Spring,0
-8861496.588,5420061.767,10773,GO-20142149057,D23,2014/05/25 04:00:00+00,2014/05/25 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2014,May,25,145,Sunday    ,12,2014,May,25,145,Sunday    ,7,Theft Over,1,West Humber-Clairville,-79.60417825,43.70602991,426,South,Spring,1
-8859765.326,5421029.564,10820,GO-20142151617,D23,2014/05/25 04:00:00+00,2014/05/25 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2014,May,25,145,Sunday    ,20,2014,May,25,145,Sunday    ,19,Break and Enter,1,West Humber-Clairville,-79.58862606,43.71231433,427,South,Spring,1
-8863293.934,5423806.208,10866,GO-20142156577,D23,2014/05/26 04:00:00+00,2014/05/26 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2014,May,26,146,Monday    ,14,2014,May,26,146,Monday    ,9,Break and Enter,1,West Humber-Clairville,-79.62032409,43.7303409,428,South,Spring,0
-8864640.549,5426490.325,11094,GO-20142174503,D23,2014/05/28 04:00:00+00,2014/05/29 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,2014,May,29,149,Thursday  ,13,2014,May,28,148,Wednesday ,23,Break and Enter,1,West Humber-Clairville,-79.63242093,43.7477616,429,South,Spring,1
-8863201.06,5427303.481,11161,GO-20142182491,D23,2014/05/29 04:00:00+00,2014/05/30 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2014,May,30,150,Friday    ,9,2014,May,29,149,Thursday  ,11,Theft Over,1,West Humber-Clairville,-79.61948978,43.75303822,430,South,Spring,1
-8861412.212,5422083.583,11186,GO-20142182392,D23,2014/05/29 04:00:00+00,2014/05/30 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2014,May,30,150,Friday    ,9,2014,May,29,149,Thursday  ,15,Break and Enter,1,West Humber-Clairville,-79.60342029,43.71915789,431,South,Spring,1
-8858503.418,5423335.86,11193,GO-20142184601,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2014,May,30,150,Friday    ,16,2014,May,30,150,Friday    ,15,Robbery,1,West Humber-Clairville,-79.57729015,43.72728768,432,South,Spring,0
-8858503.418,5423335.86,11194,GO-20142184601,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2014,May,30,150,Friday    ,16,2014,May,30,150,Friday    ,15,Robbery,1,West Humber-Clairville,-79.57729015,43.72728768,433,South,Spring,0
-8858503.418,5423335.86,11195,GO-20142184601,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2014,May,30,150,Friday    ,16,2014,May,30,150,Friday    ,15,Robbery,1,West Humber-Clairville,-79.57729015,43.72728768,434,South,Spring,1
-8861035.072,5426068.121,11199,GO-20142184744,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2014,May,30,150,Friday    ,15,2014,May,30,150,Friday    ,15,Assault,1,West Humber-Clairville,-79.60003238,43.74502171,435,South,Spring,0
-8861736.328,5427608.241,11210,GO-20142178097,D23,2014/05/29 04:00:00+00,2014/05/29 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2014,May,29,149,Thursday  ,16,2014,May,29,149,Thursday  ,7,Break and Enter,1,West Humber-Clairville,-79.60633187,43.75501571,436,South,Spring,1
-8860965.982,5423893.901,11219,GO-20142186162,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1450,100,Discharge Firearm - Recklessly,2014,May,30,150,Friday    ,18,2014,May,30,150,Friday    ,18,Assault,1,West Humber-Clairville,-79.59941174,43.73091013,437,South,Spring,1
-8860965.982,5423893.901,11220,GO-20142186162,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,1450,120,Discharge Firearm With Intent,2014,May,30,150,Friday    ,18,2014,May,30,150,Friday    ,18,Assault,1,West Humber-Clairville,-79.59941174,43.73091013,438,South,Spring,1
-8858204.211,5422634.318,11222,GO-20142184633,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2014,May,30,150,Friday    ,15,2014,May,30,150,Friday    ,14,Robbery,1,West Humber-Clairville,-79.57460233,43.7227334,439,South,Spring,1
-8858296.004,5423038.434,11223,GO-20142185047,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2014,May,30,150,Friday    ,15,2014,May,30,150,Friday    ,15,Robbery,1,West Humber-Clairville,-79.57542692,43.72535689,440,South,Spring,1
-8860525.974,5424911.616,11225,GO-20142186949,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,1610,180,Robbery - Swarming,2014,May,30,150,Friday    ,22,2014,May,30,150,Friday    ,21,Robbery,1,West Humber-Clairville,-79.59545908,43.73751593,441,South,Spring,0
-8860525.974,5424911.616,11226,GO-20142186949,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,1610,180,Robbery - Swarming,2014,May,30,150,Friday    ,22,2014,May,30,150,Friday    ,21,Robbery,1,West Humber-Clairville,-79.59545908,43.73751593,442,South,Spring,1
-8860525.974,5424911.616,11227,GO-20142186949,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,1610,180,Robbery - Swarming,2014,May,30,150,Friday    ,22,2014,May,30,150,Friday    ,21,Robbery,1,West Humber-Clairville,-79.59545908,43.73751593,443,South,Spring,0
-8860525.974,5424911.616,11228,GO-20142186949,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,1610,180,Robbery - Swarming,2014,May,30,150,Friday    ,22,2014,May,30,150,Friday    ,21,Robbery,1,West Humber-Clairville,-79.59545908,43.73751593,444,South,Spring,1
-8860307.916,5424335.006,11239,GO-20142187884,D23,2014/05/30 04:00:00+00,2014/05/30 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2014,May,30,150,Friday    ,23,2014,May,30,150,Friday    ,23,Assault,1,West Humber-Clairville,-79.59350023,43.73377335,445,South,Autumn,1
-8861922.625,5424056.714,11253,GO-20142188005,D23,2014/05/30 04:00:00+00,2014/05/31 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,2120,200,B&E,2014,May,31,151,Saturday  ,0,2014,May,30,150,Friday    ,11,Break and Enter,1,West Humber-Clairville,-79.60800541,43.73196697,446,South,Autumn,1
-8861462.901,5425855.512,11279,GO-20142191588,D23,2014/05/31 04:00:00+00,2014/05/31 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,2014,May,31,151,Saturday  ,14,2014,May,31,151,Saturday  ,14,Assault,1,West Humber-Clairville,-79.60387564,43.74364194,447,South,Autumn,0
-8860231.41,5416179.731,11348,GO-20142195914,D23,2014/06/01 04:00:00+00,2014/06/01 04:00:00+00,Bar / Restaurant,Commercial,2120,230,B&E Out,2014,June,1,152,Sunday    ,5,2014,June,1,152,Sunday    ,3,Break and Enter,1,West Humber-Clairville,-79.59281296,43.68081517,448,South,Autumn,1
-8863824.324,5427297.962,11385,GO-20142198013,D23,2014/06/01 04:00:00+00,2014/06/01 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1420,100,Assault With Weapon,2014,June,1,152,Sunday    ,16,2014,June,1,152,Sunday    ,13,Assault,1,West Humber-Clairville,-79.62508866,43.75300241,449,South,Autumn,1
-8861195.361,5417095.511,11429,GO-20142189246,D23,2014/05/30 04:00:00+00,2014/05/31 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2014,May,31,151,Saturday  ,6,2014,May,30,150,Friday    ,19,Theft Over,1,West Humber-Clairville,-79.60147228,43.68676433,450,South,Autumn,0
-8860231.41,5416179.731,11580,GO-20142216857,D23,2014/06/04 04:00:00+00,2014/06/04 04:00:00+00,Bar / Restaurant,Commercial,2120,230,B&E Out,2014,June,4,155,Wednesday ,4,2014,June,4,155,Wednesday ,3,Break and Enter,1,West Humber-Clairville,-79.59281296,43.68081517,451,South,Autumn,1
-8860399.417,5424484.734,11601,GO-20142220091,D23,2014/06/04 04:00:00+00,2014/06/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,4,155,Wednesday ,14,2014,June,4,155,Wednesday ,14,Assault,1,West Humber-Clairville,-79.5943222,43.73474521,452,South,Autumn,0
-8860399.417,5424484.734,11602,GO-20142220091,D23,2014/06/04 04:00:00+00,2014/06/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,4,155,Wednesday ,14,2014,June,4,155,Wednesday ,14,Assault,1,West Humber-Clairville,-79.5943222,43.73474521,453,South,Autumn,1
-8863873.393,5423930.092,11628,GO-2014222072,D23,2014/06/04 04:00:00+00,2014/06/04 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2014,June,4,155,Wednesday ,16,2014,June,4,155,Wednesday ,15,Break and Enter,1,West Humber-Clairville,-79.62552945,43.73114505,454,South,Autumn,1
-8863478.875,5426354.095,11699,GO-20142228736,D23,2014/06/05 04:00:00+00,2014/06/05 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1420,100,Assault With Weapon,2014,June,5,156,Thursday  ,18,2014,June,5,156,Thursday  ,18,Assault,1,West Humber-Clairville,-79.62198544,43.74687755,455,South,Autumn,1
-8863144.146,5422368.246,11726,GO-20142230626,D23,2014/06/06 04:00:00+00,2014/06/06 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,2014,June,6,157,Friday    ,1,2014,June,6,157,Friday    ,0,Assault,1,West Humber-Clairville,-79.61897852,43.72100602,456,South,Autumn,1
-8863144.146,5422368.246,11727,GO-20142230626,D23,2014/06/06 04:00:00+00,2014/06/06 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,6,157,Friday    ,1,2014,June,6,157,Friday    ,0,Assault,1,West Humber-Clairville,-79.61897852,43.72100602,457,South,Autumn,1
-8856962.722,5419877.683,11767,GO-20142235268,D23,2014/06/06 04:00:00+00,2014/06/06 04:00:00+00,Ttc Bus,Transit,1430,100,Assault,2014,June,6,157,Friday    ,17,2014,June,6,157,Friday    ,17,Assault,1,West Humber-Clairville,-79.56344984,43.70483448,458,South,Autumn,0
-8860533.576,5417094.556,11843,GO-20142240821,D23,2014/06/07 04:00:00+00,2014/06/07 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2014,June,7,158,Saturday  ,15,2014,June,7,158,Saturday  ,14,Assault,1,West Humber-Clairville,-79.59552737,43.68675813,459,South,Autumn,0
-8861109.529,5424036.238,11879,GO-20142244133,D23,2014/06/07 04:00:00+00,2014/06/07 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,220,Robbery - Other,2014,June,7,158,Saturday  ,23,2014,June,7,158,Saturday  ,23,Robbery,1,West Humber-Clairville,-79.60070124,43.73183406,460,South,Autumn,0
-8862046.132,5424091.22,11978,GO-20142250633,D23,2014/06/09 04:00:00+00,2014/06/09 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,1610,100,Robbery With Weapon,2014,June,9,160,Monday    ,2,2014,June,9,160,Monday    ,2,Robbery,1,West Humber-Clairville,-79.60911489,43.73219095,461,South,Autumn,0
-8862046.132,5424091.22,11979,GO-20142250633,D23,2014/06/09 04:00:00+00,2014/06/09 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,1610,100,Robbery With Weapon,2014,June,9,160,Monday    ,2,2014,June,9,160,Monday    ,2,Robbery,1,West Humber-Clairville,-79.60911489,43.73219095,462,South,Autumn,0
-8862046.132,5424091.22,11980,GO-20142250633,D23,2014/06/09 04:00:00+00,2014/06/09 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,1610,100,Robbery With Weapon,2014,June,9,160,Monday    ,2,2014,June,9,160,Monday    ,2,Robbery,1,West Humber-Clairville,-79.60911489,43.73219095,463,South,Autumn,1
-8858341.808,5422047.275,12023,GO-20142234804,D23,2014/06/05 04:00:00+00,2014/06/06 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,2014,June,6,157,Friday    ,16,2014,June,5,156,Thursday  ,19,Theft Over,1,West Humber-Clairville,-79.57583838,43.71892216,464,South,Autumn,0
-8860473.317,5423918.063,12026,GO-20142255258,D23,2014/06/08 04:00:00+00,2014/06/09 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,9,160,Monday    ,13,2014,June,8,159,Sunday    ,8,Assault,1,West Humber-Clairville,-79.59498605,43.73106697,465,South,Autumn,0
-8860490.23,5419299.526,12253,GO-20142269590,D23,2014/06/11 04:00:00+00,2014/06/11 04:00:00+00,Jails / Detention Centres,Other,1430,100,Assault,2014,June,11,162,Wednesday ,16,2014,June,11,162,Wednesday ,15,Assault,1,West Humber-Clairville,-79.59513798,43.70107981,466,South,Autumn,0
-8861370.826,5424396.178,12266,GO-20142271724,D23,2014/06/11 04:00:00+00,2014/06/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2014,June,11,162,Wednesday ,22,2014,June,11,162,Wednesday ,22,Robbery,1,West Humber-Clairville,-79.60304851,43.73417041,467,South,Autumn,0
-8861370.826,5424396.178,12267,GO-20142271724,D23,2014/06/11 04:00:00+00,2014/06/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,2014,June,11,162,Wednesday ,22,2014,June,11,162,Wednesday ,22,Robbery,1,West Humber-Clairville,-79.60304851,43.73417041,468,South,Autumn,0
-8862342.134,5424013.861,12291,GO-20142272098,D23,2014/06/11 04:00:00+00,2014/06/12 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,1610,100,Robbery With Weapon,2014,June,12,163,Thursday  ,0,2014,June,11,162,Wednesday ,11,Robbery,1,West Humber-Clairville,-79.61177392,43.73168881,469,South,Autumn,0
-8860490.23,5419299.526,12375,GO-20142279071,D23,2014/06/12 04:00:00+00,2014/06/12 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2014,June,12,163,Thursday  ,23,2014,June,12,163,Thursday  ,21,Assault,1,West Humber-Clairville,-79.59513798,43.70107981,470,South,Autumn,0
-8860533.576,5417094.556,12424,GO-20142285524,D23,2014/06/13 04:00:00+00,2014/06/13 04:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2014,June,13,164,Friday    ,21,2014,June,13,164,Friday    ,21,Assault,1,West Humber-Clairville,-79.59552737,43.68675813,471,South,Autumn,0
-8858925.125,5421265.512,12466,GO-20142288103,D23,2014/06/13 04:00:00+00,2014/06/14 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,200,B&E,2014,June,14,165,Saturday  ,11,2014,June,13,164,Friday    ,0,Break and Enter,1,West Humber-Clairville,-79.58107841,43.71384637,472,South,Autumn,0
-8862075.387,5423368.384,12578,GO-20142296534,D22,2014/06/14 04:00:00+00,2014/06/14 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,220,Robbery - Other,2014,June,14,165,Saturday  ,19,2014,June,14,165,Saturday  ,1,Robbery,1,West Humber-Clairville,-79.60937769,43.72749881,473,South,Autumn,0
-8860901.266,5425908.999,12671,GO-20142305203,D23,2014/06/16 04:00:00+00,2014/06/16 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,16,167,Monday    ,21,2014,June,16,167,Monday    ,21,Assault,1,West Humber-Clairville,-79.59883038,43.74398906,474,South,Autumn,0
-8861429.569,5423751.025,12693,GO-20142302630,D23,2014/06/16 04:00:00+00,2014/06/16 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2120,200,B&E,2014,June,16,167,Monday    ,14,2014,June,16,167,Monday    ,9,Break and Enter,1,West Humber-Clairville,-79.60357621,43.72998269,475,South,Autumn,0
-8863079.867,5424100.775,12694,GO-20142305488,D23,2014/06/16 04:00:00+00,2014/06/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2014,June,16,167,Monday    ,22,2014,June,16,167,Monday    ,22,Robbery,1,West Humber-Clairville,-79.61840109,43.73225297,476,South,Autumn,0
-8863079.867,5424100.775,12695,GO-20142305488,D23,2014/06/16 04:00:00+00,2014/06/16 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,180,Robbery - Swarming,2014,June,16,167,Monday    ,22,2014,June,16,167,Monday    ,22,Robbery,1,West Humber-Clairville,-79.61840109,43.73225297,477,South,Autumn,0
-8859084.959,5422077.481,12740,GO-20142307063,D23,2014/06/16 04:00:00+00,2014/06/17 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2120,200,B&E,2014,June,17,168,Tuesday   ,8,2014,June,16,167,Monday    ,19,Break and Enter,1,West Humber-Clairville,-79.58251422,43.71911827,478,South,Autumn,0
-8862036.817,5427402.777,12765,GO-20142308086,D23,2014/06/17 04:00:00+00,2014/06/17 04:00:00+00,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2120,200,B&E,2014,June,17,168,Tuesday   ,16,2014,June,17,168,Tuesday   ,8,Break and Enter,1,West Humber-Clairville,-79.60903121,43.75368253,479,South,Autumn,1
-8862130.598,5424385.098,13049,GO-20142332495,D23,2014/06/20 04:00:00+00,2014/06/20 04:00:00+00,Bar / Restaurant,Commercial,1430,100,Assault,2014,June,20,171,Friday    ,22,2014,June,20,171,Friday    ,18,Assault,1,West Humber-Clairville,-79.60987366,43.73409849,480,South,Autumn,1
-8860586.584,5424047.429,13054,GO-20142334211,D23,2014/06/20 04:00:00+00,2014/06/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,220,Robbery - Other,2014,June,20,171,Friday    ,23,2014,June,20,171,Friday    ,23,Robbery,1,West Humber-Clairville,-79.59600355,43.7319067,481,South,Autumn,0
-8861220.527,5421973.629,13055,GO-20142333804,D23,2014/06/20 04:00:00+00,2014/06/20 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,220,Robbery - Other,2014,June,20,171,Friday    ,22,2014,June,20,171,Friday    ,21,Robbery,1,West Humber-Clairville,-79.60169835,43.71844401,482,South,Autumn,1
-8859892.039,5423941.242,13233,GO-20142347441,D23,2014/06/23 04:00:00+00,2014/06/23 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,23,174,Monday    ,5,2014,June,23,174,Monday    ,0,Assault,1,West Humber-Clairville,-79.58976434,43.73121743,483,South,Autumn,1
-8861462.901,5425855.512,13273,GO-20142349699,D23,2014/06/22 04:00:00+00,2014/06/23 04:00:00+00,Bar / Restaurant,Commercial,2120,200,B&E,2014,June,23,174,Monday    ,13,2014,June,22,173,Sunday    ,20,Break and Enter,1,West Humber-Clairville,-79.60387564,43.74364194,484,South,Autumn,1
-8860490.23,5419299.526,13298,GO-20142351970,D23,2014/06/23 04:00:00+00,2014/06/23 04:00:00+00,Jails / Detention Centres,Other,1430,100,Assault,2014,June,23,174,Monday    ,16,2014,June,23,174,Monday    ,12,Assault,1,West Humber-Clairville,-79.59513798,43.70107981,485,South,Autumn,0
-8861195.361,5417095.511,13411,GO-20142361833,D23,2014/06/25 04:00:00+00,2014/06/25 04:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,1430,100,Assault,2014,June,25,176,Wednesday ,2,2014,June,25,176,Wednesday ,2,Assault,1,West Humber-Clairville,-79.60147228,43.68676433,486,South,Autumn,0
-8858012.634,5422022.446,13471,GO-20142369027,D23,2014/06/26 04:00:00+00,2014/06/26 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2120,220,B&E W'Intent,2014,June,26,177,Thursday  ,2,2014,June,26,177,Thursday  ,2,Break and Enter,1,West Humber-Clairville,-79.57288136,43.71876096,487,South,Autumn,0
-8860490.23,5419299.526,13495,GO-20142355963,D23,2014/06/24 04:00:00+00,2014/06/24 04:00:00+00,Jails / Detention Centres,Other,1430,100,Assault,2014,June,24,175,Tuesday   ,9,2014,June,24,175,Tuesday   ,8,Assault,1,West Humber-Clairville,-79.59513798,43.70107981,488,South,Autumn,1
-8862911.638,5422791.461,13502,GO-20142371332,D23,2014/06/26 04:00:00+00,2014/06/26 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,2014,June,26,177,Thursday  ,11,2014,June,26,177,Thursday  ,11,Assault,1,West Humber-Clairville,-79.61688986,43.72375357,489,South,Autumn,0
-8862911.638,5422791.461,13503,GO-20142371332,D23,2014/06/26 04:00:00+00,2014/06/26 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2014,June,26,177,Thursday  ,11,2014,June,26,177,Thursday  ,11,Assault,1,West Humber-Clairville,-79.61688986,43.72375357,490,South,Autumn,0
-8860473.317,5423918.063,13551,GO-20142375517,D23,2014/06/26 04:00:00+00,2014/06/26 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,2014,June,26,177,Thursday  ,22,2014,June,26,177,Thursday  ,22,Robbery,1,West Humber-Clairville,-79.59498605,43.73106697,491,South,Autumn,1
-8860473.317,5423918.063,13552,GO-20142375517,D23,2014/06/26 04:00:00+00,2014/06/26 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,1610,200,Robbery - Mugging,2014,June,26,177,Thursday  ,22,2014,June,26,177,Thursday  ,22,Robbery,1,West Humber-Clairville,-79.59498605,43.73106697,492,South,Autumn,1
-8863182.08,5424135.762,13605,GO-20142380248,D23,2013/07/01 04:00:00+00,2014/06/27 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2014,June,27,178,Friday    ,15,2013,July,1,182,Monday    ,20,Assault,1,West Humber-Clairville,-79.61931928,43.73248007,493,South,Autumn,0
-8860995.919,5426574.91,13625,GO-20142383251,D23,2014/06/27 04:00:00+00,2014/06/27 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,2014,June,27,178,Friday    ,23,2014,June,27,178,Friday    ,23,Assault,1,West Humber-Clairville,-79.59968067,43.7483105,494,South,Autumn,1
-8861412.212,5422083.583,13681,GO-20142385524,D23,2014/06/26 04:00:00+00,2014/06/28 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,28,179,Saturday  ,12,2014,June,26,177,Thursday  ,8,Assault,1,West Humber-Clairville,-79.60342029,43.71915789,495,East,Autumn,1
-8860146.29,5424089.867,13683,GO-20142385238,D23,2014/06/22 04:00:00+00,2014/06/28 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1410,100,Aggravated Assault,2014,June,28,179,Saturday  ,9,2014,June,22,173,Sunday    ,18,Assault,1,West Humber-Clairville,-79.59204832,43.73218217,496,East,Autumn,0
-8860146.29,5424089.867,13684,GO-20142385238,D23,2014/06/22 04:00:00+00,2014/06/28 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,28,179,Saturday  ,9,2014,June,22,173,Sunday    ,18,Assault,1,West Humber-Clairville,-79.59204832,43.73218217,497,East,Autumn,0
-8861049.963,5426864.068,13792,GO-20142395548,D23,2014/06/29 04:00:00+00,2014/06/29 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1430,100,Assault,2014,June,29,180,Sunday    ,18,2014,June,29,180,Sunday    ,18,Assault,1,West Humber-Clairville,-79.60016615,43.7501869,498,East,Autumn,1
-8856907.201,5419135.219,13869,GO-20142399688,D23,2014/06/30 04:00:00+00,2014/06/30 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,2014,June,30,181,Monday    ,10,2014,June,30,181,Monday    ,10,Assault,1,West Humber-Clairville,-79.56295109,43.70001273,499,East,Autumn,0
